Accident_Date,Accident_Time,Location,Accident_Location,Classification_of_Accident,Initial_Impact_Type,Environment_Condition,Light,Road_Surface_Condition,Traffic_Control,Traffic_Control_Condition,No__of_Vehicles,No__of_Bicycles,No__of_Motorcycles,No__of_Pedestrians,Max_Injury,No__of_Injuries,No__of_Minimal,No__of_Minor,No__of_Major,No__of_Fatal,Latitude,Longitude
2020-02-06,3:00 PM,LAURIER AVE @ O'CONNOR ST (0002224),02 - Intersection related,03 - P.D. only,99 - Other,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,45.4193405,-75.69709436
2020-02-06,3:10 AM,HIGHWAY 417 btwn HWY417 IC117 RAMP25 & HWY417 IC115 RAMP51 (__3ZA2R3),01 - Non intersection,03 - P.D. only,04 - Sideswipe,01 - Clear,07 - Dark,01 - Dry,10 - No control,,2,0,0,0,,0,,,,,45.41918723,-75.64958524
2020-02-06,3:40 PM,DONALD ST @ ST. LAURENT BLVD (0008630),02 - Intersection related,03 - P.D. only,04 - Sideswipe,01 - Clear,01 - Daylight,02 - Wet,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,45.42894904,-75.63999923
2020-02-06,3:57 PM,WILHAVEN DR btwn ROYAL ORCHARD DR & LOUGH DR (__3ZA5GB),01 - Non intersection,03 - P.D. only,07 - SMV other,03 - Snow,01 - Daylight,03 - Loose snow,10 - No control,,1,0,0,0,,0,,,,,45.50368452,-75.36374628
2020-02-06,4:10 PM,IBER RD btwn HUNTMAR DR & HARRY DOUGLAS DR (__3ZA4XQ),04 - At/near private drive,03 - P.D. only,03 - Rear end,01 - Clear,01 - Daylight,04 - Slush,10 - No control,,2,0,0,0,,0,,,,,45.28240094,-75.91091703
2020-02-06,4:35 PM,CLEARVIEW AVE @ ISLAND PARK DR (0006144),03 - At intersection,03 - P.D. only,02 - Angle,01 - Clear,01 - Daylight,02 - Wet,02 - Stop sign,01 - Functioning,2,0,0,0,,0,,,,,45.40175402,-75.74958901
2020-01-06,12:05 PM,HWY 417 MAITLAND IC126R52 @ MAITLAND AVE (0002246),02 - Intersection related,03 - P.D. only,03 - Rear end,03 - Snow,01 - Daylight,03 - Loose snow,03 - Yield sign,01 - Functioning,2,0,0,0,,0,,,,,45.37001081,-75.75436231
2020-02-06,4:40 PM,WALKLEY RD @ DON REID DR/RYDER ST (0008218),02 - Intersection related,03 - P.D. only,03 - Rear end,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,45.38222043,-75.63422117
2020-02-06,4:41 PM,BRIAN COBURN BLVD @ PORTOBELLO BLVD (0013015),03 - At intersection,03 - P.D. only,02 - Angle,03 - Snow,01 - Daylight,02 - Wet,11 - Roundabout,01 - Functioning,2,0,0,0,,0,,,,,45.45464612,-75.46498651
2020-02-06,4:49 PM,TERRY FOX DR @ PALLADIUM DR/KATIMAVIK RD (0011858),02 - Intersection related,03 - P.D. only,03 - Rear end,01 - Clear,01 - Daylight,02 - Wet,01 - Traffic signal,01 - Functioning,3,0,0,0,,0,,,,,45.3020517,-75.90745249
2020-02-06,6:03 AM,AIRPORT PKWY @ UPLANDS DR RAMP 62 (0004115),02 - Intersection related,03 - P.D. only,07 - SMV other,03 - Snow,07 - Dark,03 - Loose snow,03 - Yield sign,01 - Functioning,1,0,0,0,,0,,,,,45.3314002,-75.65163218
2020-02-06,6:10 PM,BASELINE RD @ WOODROFFE AVE (0002225),02 - Intersection related,02 - Non-fatal injury,02 - Angle,02 - Rain,07 - Dark,02 - Wet,01 - Traffic signal,01 - Functioning,2,0,0,0,02 - Minor,2,,2,,,45.35150227,-75.76297737
2020-02-06,6:46 PM,EARL ARMSTRONG RD @ LIMEBANK RD (0004456),03 - At intersection,02 - Non-fatal injury,02 - Angle,03 - Snow,07 - Dark,03 - Loose snow,01 - Traffic signal,01 - Functioning,3,0,0,0,02 - Minor,2,,2,,,45.28056161,-75.66694667
2020-02-06,6:47 PM,HIGHWAY 417 btwn TRANSIT & HWY417 IC127 RAMP16 (__3ZA2SJ),01 - Non intersection,03 - P.D. only,04 - Sideswipe,03 - Snow,07 - Dark,04 - Slush,10 - No control,,2,0,0,0,,0,,,,,45.35733446,-75.77561278
2020-02-06,6:59 PM,SHILLINGTON AVE @ SILVER ST (0011309),03 - At intersection,03 - P.D. only,02 - Angle,01 - Clear,07 - Dark,06 - Ice,02 - Stop sign,01 - Functioning,2,0,0,0,,0,,,,,45.37989451,-75.73034774
2020-02-06,7:28 PM,DUNROBIN RD btwn HARWOOD LANE & KERWIN RD (__3ZA3FH),01 - Non intersection,03 - P.D. only,07 - SMV other,03 - Snow,07 - Dark,03 - Loose snow,10 - No control,,1,0,0,0,,0,,,,,45.38359865,-75.97063752
2020-02-06,7:36 PM,CENTREPOINTE DR btwn Continuation of CENTREPOINTE DR & HEMMINGWOOD WAY (__3ZAA3T),01 - Non intersection,03 - P.D. only,01 - Approaching,03 - Snow,07 - Dark,03 - Loose snow,10 - No control,,2,0,0,0,,0,,,,,45.34739354,-75.76792869
2020-01-06,12:08 PM,WELLINGTON ST @ BAYSWATER AVE/BAYVIEW RD (0006489),03 - At intersection,02 - Non-fatal injury,05 - Turning movement,03 - Snow,01 - Daylight,04 - Slush,02 - Stop sign,00 - Unknown,2,0,0,0,02 - Minor,1,,1,,,45.40739538,-75.72123034
2020-02-06,7:39 AM,ALBERT ST @ LYON ST (0002208),02 - Intersection related,03 - P.D. only,04 - Sideswipe,01 - Clear,01 - Daylight,02 - Wet,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,45.41814098,-75.70444661
2020-02-06,7:43 AM,BOYER RD @ JEANNE D'ARC BLVD (0003638),03 - At intersection,02 - Non-fatal injury,02 - Angle,00 - Unknown,01 - Daylight,00 - Unknown,02 - Stop sign,00 - Unknown,2,0,0,0,02 - Minor,1,,1,,,45.46153955,-75.52966178
2020-02-06,8:08 AM,BANK ST @ NOTTING HILL AVE (0011312),03 - At intersection,02 - Non-fatal injury,02 - Angle,03 - Snow,01 - Daylight,03 - Loose snow,02 - Stop sign,01 - Functioning,2,0,0,0,01 - Minimal,1,1,,,,45.36856637,-75.66241113
2020-02-06,8:30 AM,BASELINE RD @ GREENBANK RD (0002357),02 - Intersection related,03 - P.D. only,03 - Rear end,04 - Freezing Rain,01 - Daylight,04 - Slush,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,45.34098851,-75.78802163
2020-02-06,9:10 PM,CARP RD btwn NEIL AVE & MCCOOEYE LANE (__3ZA3EK),01 - Non intersection,03 - P.D. only,07 - SMV other,03 - Snow,07 - Dark,02 - Wet,10 - No control,,1,0,0,0,,0,,,,,45.26765593,-75.93241439
2020-02-07,1:00 PM,HWY417 IC126 RAMP51 btwn HIGHWAY 417 & HWY417 IC126 RAMP52 (__3ZAYAE),01 - Non intersection,03 - P.D. only,03 - Rear end,03 - Snow,01 - Daylight,04 - Slush,10 - No control,,2,0,0,0,,0,,,,,45.37084143,-75.75313373
2020-02-07,1:01 PM,HIGHWAY 417 btwn HWY417 IC126 RAMP25 & HWY417 IC124 RAMP57 (__3ZA2R5),01 - Non intersection,03 - P.D. only,04 - Sideswipe,03 - Snow,01 - Daylight,04 - Slush,10 - No control,,2,0,0,0,,0,,,,,45.3775501,-75.74666423
2020-02-07,1:40 PM,KIRKWOOD AVE @ MERIVALE RD (0002243),02 - Intersection related,03 - P.D. only,03 - Rear end,03 - Snow,01 - Daylight,05 - Packed snow,01 - Traffic signal,01 - Functioning,3,0,0,0,,0,,,,,45.37718703,-75.73322579
2020-02-07,1:45 PM,SMYTH RD E/LANCASTER RD @ ST. LAURENT BLVD N/R (0002256),02 - Intersection related,03 - P.D. only,04 - Sideswipe,03 - Snow,01 - Daylight,03 - Loose snow,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,45.40140096,-75.62418193
2020-01-28,11:20 AM,BRONSON AVE btwn PLYMOUTH ST & RENFREW AVE (__3ZA3B1),04 - At/near private drive,03 - P.D. only,02 - Angle,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,2,0,0,0,,0,,,,,45.40327084,-75.70099575
2020-01-01,5:00 AM,CRESTWAY DR @ STRANDHERD DR (0010538),02 - Intersection related,03 - P.D. only,07 - SMV other,04 - Freezing Rain,07 - Dark,06 - Ice,01 - Traffic signal,01 - Functioning,1,0,0,0,,0,,,,,45.27650253,-75.71555156
2020-01-05,2:20 PM,MERIVALE RD @ WEST HUNT CLUB RD (0000584),02 - Intersection related,03 - P.D. only,04 - Sideswipe,01 - Clear,01 - Daylight,04 - Slush,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,45.3347947,-75.72411481
2020-01-28,11:30 AM,HIGHWAY 417 btwn HWY417 IC126 RAMP51 & HWY417 IC126 RAMP25 (__3ZA2RD),01 - Non intersection,03 - P.D. only,03 - Rear end,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,2,0,0,0,,0,,,,,45.37174881,-75.75294395
2020-01-28,11:40 AM,EDGAR BRAULT ST @ ST. JOSEPH BLVD (0012414),02 - Intersection related,03 - P.D. only,04 - Sideswipe,01 - Clear,01 - Daylight,04 - Slush,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,45.47364134,-75.52004068
2020-01-28,11:48 AM,AMBERCREST ST btwn MEADOWCROFT CRES & MATHESON RD (__3ZA50K),04 - At/near private drive,03 - P.D. only,06 - SMV unattended vehicle,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,1,0,0,0,,0,,,,,45.43515697,-75.62809573
2020-01-28,Unknown,SAUNDERSON DR btwn WINGATE DR & CHAPMAN BLVD (__3ZA76G),01 - Non intersection,03 - P.D. only,06 - SMV unattended vehicle,01 - Clear,00 - Unknown,01 - Dry,10 - No control,,1,0,0,0,,0,,,,,45.39776013,-75.62790777
2020-01-28,Unknown,SWEETLAND AVE btwn SOMERSET ST E & TEMPLETON ST (__3ZA9OV),01 - Non intersection,03 - P.D. only,06 - SMV unattended vehicle,01 - Clear,00 - Unknown,02 - Wet,10 - No control,,1,0,0,0,,0,,,,,45.42247203,-75.67670194
2020-01-28,Unknown,SUNVALE WAY btwn FAIRPARK DR & VILLANDRY ST (__4N79ZS),01 - Non intersection,03 - P.D. only,06 - SMV unattended vehicle,01 - Clear,00 - Unknown,02 - Wet,10 - No control,,1,0,0,0,,0,,,,,45.27535243,-75.70737445
2020-01-28,12:35 PM,BANK ST @ CATHERINE ST (0002708),02 - Intersection related,03 - P.D. only,05 - Turning movement,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,45.40948752,-75.69208638
2020-01-28,12:47 AM,BASELINE RD/HERON RD @ PRINCE OF WALES DR (0002345),03 - At intersection,03 - P.D. only,05 - Turning movement,01 - Clear,07 - Dark,02 - Wet,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,45.3751416,-75.70747072
2020-01-28,2:03 PM,INNES RD btwn HWY417 IC112 RAMP66 & CYRVILLE RD (__3ZA3RCB),01 - Non intersection,03 - P.D. only,04 - Sideswipe,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,2,0,0,0,,0,,,,,45.41607239,-75.60331491
2020-01-28,2:10 PM,COLONEL BY DR btwn RIDEAU ST & MACKENZIE AVE (__3ZA8JW),04 - At/near private drive,02 - Non-fatal injury,02 - Angle,01 - Clear,01 - Daylight,02 - Wet,10 - No control,,2,0,0,0,01 - Minimal,1,1,,,,45.4250624,-75.69299036
2020-01-05,2:53 PM,LONGFIELDS DR btwn DEERCROFT AVE & STRANDHERD DR (__4VGUPF),01 - Non intersection,03 - P.D. only,03 - Rear end,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,2,0,0,0,,0,,,,,45.27461521,-75.73899739
2020-01-28,2:30 PM,SUE HOLLOWAY DR btwn BAYROSE DR & GLENROY GILBERT DR (__8JUTFN),01 - Non intersection,03 - P.D. only,06 - SMV unattended vehicle,01 - Clear,01 - Daylight,05 - Packed snow,10 - No control,,1,0,0,0,,0,,,,,45.26940215,-75.7375485
2020-01-28,2:55 PM,TERRY FOX DR @ PALLADIUM DR/KATIMAVIK RD (0011858),02 - Intersection related,03 - P.D. only,04 - Sideswipe,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,45.3020518,-75.90745249
2020-01-28,3:45 PM,CEDARVIEW RD @ WEST HUNT CLUB RD (0010267),02 - Intersection related,03 - P.D. only,03 - Rear end,01 - Clear,01 - Daylight,02 - Wet,01 - Traffic signal,01 - Functioning,3,0,0,0,,0,,,,,45.31379371,-75.79957284
2020-01-28,3:47 PM,CAMPEAU DR @ HERLIHEY WAY (0012766),02 - Intersection related,03 - P.D. only,03 - Rear end,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,45.31106137,-75.91706561
2020-01-28,4:38 PM,CATHERINE ST @ KENT ST (0002707),03 - At intersection,03 - P.D. only,02 - Angle,01 - Clear,01 - Daylight,02 - Wet,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,45.40878855,-75.69378273
2020-01-28,5:55 AM,HIGHWAY 417 btwn HWY417 IC134 RAMP25 & HWY417 IC131 RAMP53 (__3ZA2LE),01 - Non intersection,02 - Non-fatal injury,07 - SMV other,04 - Freezing Rain,07 - Dark,06 - Ice,10 - No control,,1,0,0,0,01 - Minimal,1,1,,,,45.34156659,-75.82906575
2020-01-28,5:56 AM,GLOUCESTER ST @ KENT ST (0006973),03 - At intersection,03 - P.D. only,02 - Angle,04 - Freezing Rain,07 - Dark,02 - Wet,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,45.41702587,-75.70069298
2020-01-28,6:11 AM,MOODIE DR @ HWY 417 MOODIE IC134R63 (0000649),03 - At intersection,03 - P.D. only,07 - SMV other,04 - Freezing Rain,07 - Dark,06 - Ice,01 - Traffic signal,01 - Functioning,1,0,0,0,,0,,,,,45.34036598,-75.84172327
2020-01-28,6:11 PM,TYRRELL PL @ MOODIE DR (0010386),03 - At intersection,03 - P.D. only,05 - Turning movement,04 - Freezing Rain,07 - Dark,02 - Wet,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,45.31667615,-75.83004665
2020-01-28,6:15 AM,HWY417 IC134 RAMP61 btwn HWY417 IC134 RAMP63 & HIGHWAY 417 (__3ZAYBY),01 - Non intersection,03 - P.D. only,07 - SMV other,04 - Freezing Rain,07 - Dark,06 - Ice,10 - No control,,1,0,0,0,,0,,,,,45.34054216,-75.83838602
2020-01-05,3:20 PM,CENTRAL PARK DR N @ MERIVALE RD (0011433),02 - Intersection related,03 - P.D. only,04 - Sideswipe,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,45.37022303,-75.73205381
2020-01-28,6:19 PM,HIGHWAY 417 btwn HWY417 IC122 RAMP15 & HWY417 IC121B RAMP51 (__3ZA2RB),01 - Non intersection,03 - P.D. only,04 - Sideswipe,01 - Clear,07 - Dark,02 - Wet,10 - No control,,2,0,0,0,,0,,,,,45.4026011,-75.71200512
2020-01-28,6:20 AM,HIGHWAY 417 btwn HWY417 IC131 RAMP53 & HWY417 IC131 RAMP51 (__3ZA1MU),01 - Non intersection,03 - P.D. only,07 - SMV other,01 - Clear,07 - Dark,01 - Dry,10 - No control,,1,0,0,0,,0,,,,,45.3424603,-75.82314814
2020-01-28,6:29 AM,JOCKVALE RD/RIDEAU VALLEY DR @ PRINCE OF WALES (0004638),02 - Intersection related,02 - Non-fatal injury,03 - Rear end,04 - Freezing Rain,07 - Dark,06 - Ice,01 - Traffic signal,01 - Functioning,4,0,0,0,02 - Minor,1,,1,,,45.24699569,-75.71133607
2020-01-28,6:30 AM,HIGHWAY 417 btwn HWY417 IC131 RAMP55 & HWY417 IC130 RAMP35 (__3ZA1MT),01 - Non intersection,02 - Non-fatal injury,03 - Rear end,04 - Freezing Rain,07 - Dark,06 - Ice,10 - No control,,2,0,0,0,01 - Minimal,1,1,,,,45.34500345,-75.80936357
2020-01-28,6:35 AM,CARLING AVE @ MOODIE DR/JAMES CUMMINGS AVE W (0000158),02 - Intersection related,03 - P.D. only,03 - Rear end,01 - Clear,07 - Dark,06 - Ice,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,45.35351361,-75.84652277
2020-01-28,6:38 AM,RIVER RD @ SUMMERHILL ST (0015544),02 - Intersection related,03 - P.D. only,03 - Rear end,04 - Freezing Rain,07 - Dark,06 - Ice,02 - Stop sign,00 - Unknown,2,0,0,0,,0,,,,,45.26545807,-75.70104953
2020-01-28,6:58 AM,OTTAWA RIVER PKWY WB btwn WOODROFFE AVE & TRANSIT (__3ZA23K),01 - Non intersection,03 - P.D. only,03 - Rear end,04 - Freezing Rain,07 - Dark,06 - Ice,10 - No control,,7,0,0,0,,0,,,,,45.38222676,-75.77673463
2020-01-28,6:59 AM,WEST HUNT CLUB RD @ WOODROFFE AVE (0000576),02 - Intersection related,03 - P.D. only,04 - Sideswipe,04 - Freezing Rain,03 - Dawn,06 - Ice,01 - Traffic signal,01 - Functioning,3,0,0,0,,0,,,,,45.32869813,-75.74897237
2020-01-28,7:00 AM,CARLING AVE btwn GRANDVIEW RD & TURN LANE (__3ZA4ZG),01 - Non intersection,03 - P.D. only,07 - SMV other,04 - Freezing Rain,03 - Dawn,06 - Ice,10 - No control,,1,0,0,0,,0,,,,,45.35421186,-75.84886658
2020-01-28,7:01 AM,CARLING AVE btwn GRANDVIEW RD & TURN LANE (__3ZA4ZG),01 - Non intersection,03 - P.D. only,03 - Rear end,04 - Freezing Rain,03 - Dawn,06 - Ice,10 - No control,,3,0,0,0,,0,,,,,45.35422718,-75.84891648
2020-01-05,4:00 PM,BRITTANY DR @ BANGS ST (0007938),03 - At intersection,03 - P.D. only,02 - Angle,01 - Clear,01 - Daylight,01 - Dry,99 - Other,01 - Functioning,2,0,0,0,,0,,,,,45.44610517,-75.64664195
2020-01-28,7:19 AM,CARLING AVE btwn GRANDVIEW RD & TURN LANE (__3ZA4ZG),01 - Non intersection,03 - P.D. only,03 - Rear end,01 - Clear,03 - Dawn,06 - Ice,10 - No control,,3,0,0,0,,0,,,,,45.35422822,-75.84892016
2020-01-28,7:24 AM,COLONIAL RD @ FRANK KENNY RD (0012888),03 - At intersection,03 - P.D. only,01 - Approaching,01 - Clear,03 - Dawn,01 - Dry,02 - Stop sign,01 - Functioning,2,0,0,0,,0,,,,,45.42314821,-75.40870539
2020-01-28,7:29 AM,WEST HUNT CLUB RD @ WOODROFFE AVE (0000576),02 - Intersection related,03 - P.D. only,03 - Rear end,04 - Freezing Rain,03 - Dawn,06 - Ice,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,45.32869802,-75.74897241
2020-01-28,7:30 AM,RICHMOND RD @ NORTHSIDE RD E (0010417),03 - At intersection,03 - P.D. only,05 - Turning movement,04 - Freezing Rain,03 - Dawn,06 - Ice,01 - Traffic signal,01 - Functioning,3,0,0,0,,0,,,,,45.3289461,-75.81711094
2020-01-28,7:30 AM,OTTAWA RIVER PKWY EB btwn TUNNEY'S PASTURE/REMIC RAPIDS ENT & ISLAND P (__3ZA24JA),01 - Non intersection,03 - P.D. only,03 - Rear end,01 - Clear,03 - Dawn,06 - Ice,10 - No control,,2,0,0,0,,0,,,,,45.4035337,-75.75190766
2020-01-28,7:43 PM,FRIEL ST @ LAURIER AVE (0007753),02 - Intersection related,03 - P.D. only,03 - Rear end,01 - Clear,07 - Dark,01 - Dry,02 - Stop sign,00 - Unknown,2,0,0,0,,0,,,,,45.42671173,-75.67959799
2020-01-28,7:45 AM,WEST HUNT CLUB RD @ WOODROFFE AVE (0000576),02 - Intersection related,03 - P.D. only,03 - Rear end,01 - Clear,03 - Dawn,06 - Ice,01 - Traffic signal,01 - Functioning,3,0,0,0,,0,,,,,45.32869814,-75.74897241
2020-01-28,7:45 AM,RAMSAYVILLE RD @ EIGHTH LINE RD (0009407),02 - Intersection related,03 - P.D. only,03 - Rear end,01 - Clear,03 - Dawn,01 - Dry,02 - Stop sign,01 - Functioning,2,0,0,0,,0,,,,,45.33329733,-75.54650049
2020-01-28,7:50 AM,CARP RD @ HAZELDEAN RD (0000086),02 - Intersection related,03 - P.D. only,03 - Rear end,01 - Clear,03 - Dawn,02 - Wet,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,45.26782479,-75.9392234
2020-01-28,7:57 AM,GREENBANK RD @ STRANDHERD DR (0005563),02 - Intersection related,03 - P.D. only,03 - Rear end,04 - Freezing Rain,01 - Daylight,06 - Ice,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,45.27053043,-75.7463883
2020-01-05,4:04 AM,HERZBERG RD @ MARCH RD (0003170),02 - Intersection related,01 - Fatal injury,07 - SMV other,05 - Drifting Snow,07 - Dark,06 - Ice,01 - Traffic signal,01 - Functioning,1,0,0,0,04 - Fatal,1,,,,1,45.33209578,-75.89369383
2020-01-28,8:00 AM,HIGHWAY 417 btwn HWY417 IC129 RAMP26 & HWY417 IC129 RAMP61 (__3ZA2UO),01 - Non intersection,02 - Non-fatal injury,03 - Rear end,04 - Freezing Rain,01 - Daylight,06 - Ice,10 - No control,,2,0,0,0,02 - Minor,1,,1,,,45.3500707,-75.78912489
2020-01-28,8:03 AM,PINECREST RD @ RICHMOND RD (0002353),02 - Intersection related,03 - P.D. only,04 - Sideswipe,04 - Freezing Rain,01 - Daylight,06 - Ice,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,45.3580095,-75.79450933
2020-01-28,8:05 AM,CORKSTOWN RD btwn MOODIE DR & CRYSTAL BEACH DR (__3ZABA2),01 - Non intersection,03 - P.D. only,01 - Approaching,04 - Freezing Rain,01 - Daylight,06 - Ice,10 - No control,,2,0,0,0,,0,,,,,45.34196898,-75.8357673
2020-01-28,8:06 AM,GREENBANK RD @ STRANDHERD DR (0005563),02 - Intersection related,03 - P.D. only,04 - Sideswipe,04 - Freezing Rain,01 - Daylight,06 - Ice,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,45.27052963,-75.74638636
2020-01-28,8:20 AM,FITZGERALD RD/MENTEN PL @ MOODIE DR (0009818),02 - Intersection related,03 - P.D. only,04 - Sideswipe,04 - Freezing Rain,01 - Daylight,06 - Ice,01 - Traffic signal,01 - Functioning,3,0,0,0,,0,,,,,45.32533559,-75.83513655
2020-01-28,8:35 AM,CARLING AVE @ RICHMOND RD (0010847),02 - Intersection related,03 - P.D. only,03 - Rear end,01 - Clear,01 - Daylight,06 - Ice,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,45.36078516,-75.79226643
2020-01-28,8:46 AM,WATERBRIDGE DR @ CRESTWAY DR (0010961),02 - Intersection related,03 - P.D. only,03 - Rear end,04 - Freezing Rain,01 - Daylight,06 - Ice,02 - Stop sign,01 - Functioning,2,0,0,0,,0,,,,,45.28245355,-75.71375238
2020-01-28,8:49 AM,RAMSEY CRES btwn DUMAURIER AVE & DUMAURIER AVE (__3ZABJ3),01 - Non intersection,03 - P.D. only,07 - SMV other,04 - Freezing Rain,01 - Daylight,06 - Ice,10 - No control,,1,0,0,0,,0,,,,,45.34820052,-75.79443747
2020-01-28,8:57 AM,DUMAURIER AVE btwn ALENMEDE CRES & RAMSEY CRES (__3ZBOIH),01 - Non intersection,03 - P.D. only,07 - SMV other,04 - Freezing Rain,01 - Daylight,06 - Ice,10 - No control,,1,0,0,0,,0,,,,,45.34715291,-75.79561245
2020-01-28,9:06 PM,BRONSON AVE @ FIRST AVE (0007719),03 - At intersection,03 - P.D. only,02 - Angle,01 - Clear,07 - Dark,01 - Dry,02 - Stop sign,01 - Functioning,2,0,0,0,,0,,,,,45.40026024,-75.69924333
2020-01-05,4:16 PM,HWY 417 MARCH IC155R61 @ MARCH RD (0005675),03 - At intersection,03 - P.D. only,02 - Angle,01 - Clear,01 - Daylight,01 - Dry,02 - Stop sign,01 - Functioning,2,0,0,0,,0,,,,,45.31459103,-76.05435022
2020-01-28,9:07 AM,BAYSHORE DR @ RICHMOND RD (0010407),02 - Intersection related,03 - P.D. only,03 - Rear end,04 - Freezing Rain,01 - Daylight,02 - Wet,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,45.34813965,-75.80356459
2020-01-28,9:14 AM,GRANDVIEW RD btwn JAY ST & NESBITT ST (__3ZACLR),01 - Non intersection,03 - P.D. only,01 - Approaching,04 - Freezing Rain,01 - Daylight,06 - Ice,10 - No control,,2,0,0,0,,0,,,,,45.36114293,-75.8561947
2020-01-28,9:15 AM,MERIVALE RD btwn GERVIN ST & AMBERWOOD CRES (__3ZA3ID),01 - Non intersection,03 - P.D. only,03 - Rear end,04 - Freezing Rain,01 - Daylight,02 - Wet,10 - No control,,2,0,0,0,,0,,,,,45.3188764,-75.71505398
2020-01-28,9:15 AM,ALPINE AVE @ CLARENDA ST (0002965),03 - At intersection,03 - P.D. only,02 - Angle,04 - Freezing Rain,01 - Daylight,06 - Ice,02 - Stop sign,01 - Functioning,2,0,0,0,,0,,,,,45.35648912,-75.78588722
2020-01-28,9:26 PM,IRIS ST @ WOODROFFE AVE (0002736),03 - At intersection,02 - Non-fatal injury,07 - SMV other,01 - Clear,07 - Dark,02 - Wet,01 - Traffic signal,01 - Functioning,1,0,0,1,02 - Minor,1,,1,,,45.35756187,-75.76630673
2020-01-28,9:40 AM,BOTELER ST @ DALHOUSIE ST/MACDONALDCARTIER BR  (0011438),02 - Intersection related,03 - P.D. only,05 - Turning movement,03 - Snow,01 - Daylight,06 - Ice,02 - Stop sign,01 - Functioning,2,0,0,0,,0,,,,,45.43473369,-75.69611396
2020-01-28,9:40 AM,EAGLESON RD @ FERNBANK RD (0011846),02 - Intersection related,03 - P.D. only,03 - Rear end,01 - Clear,01 - Daylight,04 - Slush,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,45.27846501,-75.86271846
2020-01-28,9:50 AM,MORRISON DR @ GREENBANK RD (0002755),02 - Intersection related,03 - P.D. only,04 - Sideswipe,01 - Clear,01 - Daylight,02 - Wet,02 - Stop sign,01 - Functioning,2,0,0,0,,0,,,,,45.3458806,-75.78850683
2020-01-29,1:06 PM,CENTREPOINTE DR @ PASEO PRIV (0013547),02 - Intersection related,03 - P.D. only,03 - Rear end,01 - Clear,01 - Daylight,01 - Dry,02 - Stop sign,00 - Unknown,2,0,0,0,,0,,,,,45.34333476,-75.76355686
2020-01-29,1:08 PM,HENN DR btwn LOEPER ST & LOEPER ST (__3ZBPKS),04 - At/near private drive,02 - Non-fatal injury,05 - Turning movement,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,2,0,0,0,01 - Minimal,1,1,,,,45.42410596,-75.42389801
2020-01-05,5:11 PM,MAITLAND AVE/GLENMOUNT AVE @ ERINDALE DR (0002724),02 - Intersection related,03 - P.D. only,04 - Sideswipe,01 - Clear,05 - Dusk,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,45.36437291,-75.74815581
2020-01-29,1:40 PM,LYON ST @ NEPEAN ST (0007697),03 - At intersection,03 - P.D. only,05 - Turning movement,01 - Clear,01 - Daylight,01 - Dry,02 - Stop sign,01 - Functioning,2,0,0,0,,0,,,,,45.41556131,-75.70228529
2020-01-29,10:00 AM,ALTA VISTA DR btwn AYERS AVE & RIDGEMONT AVE (__3ZBORT),01 - Non intersection,03 - P.D. only,03 - Rear end,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,2,0,0,0,,0,,,,,45.37469313,-75.66126639
